utime (s),X (G),Y (G),Z (G)
1717158259.779842,-0.4326171875,-0.00390625,0.8896484375
1717158259.7925794,-0.4345703125,-0.005859375,0.9130859375
1717158259.805317,-0.43359375,-0.0048828125,0.8974609375
1717158259.8180556,-0.4384765625,-0.005859375,0.8857421875
1717158259.830796,-0.44140625,-0.0078125,0.890625
1717158259.843557,-0.4384765625,-0.01171875,0.9169921875
1717158259.8562937,-0.4423828125,-0.0078125,0.8935546875
1717158259.8690295,-0.4306640625,-0.0029296875,0.90234375
1717158259.8817675,-0.4375,-0.0029296875,0.8642578125
1717158259.8945074,-0.4365234375,-0.01171875,0.8857421875
1717158259.9072456,-0.4375,-0.0048828125,0.900390625
1717158259.919987,-0.4375,-0.001953125,0.8876953125
1717158259.9327223,-0.4384765625,0.0009765625,0.9130859375
1717158259.9454827,-0.4375,-0.001953125,0.89453125
1717158259.9582167,-0.453125,-0.015625,0.896484375
1717158259.9709566,-0.4404296875,-0.0029296875,0.888671875
1717158259.9836948,-0.43359375,-0.00390625,0.8935546875
1717158259.996431,-0.4384765625,-0.005859375,0.865234375
1717158260.0091715,-0.43359375,-0.0078125,0.8828125
1717158260.021908,-0.435546875,-0.0029296875,0.8935546875
1717158260.0346441,-0.4423828125,-0.00390625,0.8876953125
1717158260.0474067,-0.435546875,0.00390625,0.888671875
1717158260.0601459,-0.4404296875,-0.005859375,0.88671875
1717158260.0728836,-0.4248046875,-0.021484375,0.8740234375
1717158260.0856194,-0.4345703125,-0.009765625,0.88671875
1717158260.098356,-0.4404296875,-0.0068359375,0.8935546875
1717158260.1110916,-0.4384765625,-0.0078125,0.91015625
1717158260.1238267,-0.4404296875,-0.005859375,0.8935546875
1717158260.1365645,-0.4365234375,-0.0087890625,0.865234375
1717158260.1493335,-0.439453125,-0.005859375,0.8818359375
1717158260.1620717,-0.4365234375,-0.005859375,0.8779296875
1717158260.1748075,-0.4365234375,-0.00390625,0.8828125
1717158260.1875422,-0.453125,-0.00390625,0.8681640625
1717158260.2002897,-0.435546875,-0.0078125,0.884765625
1717158260.2130294,-0.4384765625,-0.00390625,0.890625
1717158260.2257648,-0.4365234375,-0.005859375,0.861328125
1717158260.2385025,-0.4375,-0.0029296875,0.880859375
1717158260.251265,-0.4384765625,0.009765625,0.89453125
1717158260.2640991,-0.43359375,-0.0029296875,0.8857421875
1717158260.2768383,-0.4365234375,-0.0068359375,0.8740234375
1717158260.2895782,-0.43359375,-0.009765625,0.8837890625
1717158260.3023164,-0.431640625,-0.005859375,0.904296875
1717158260.315053,-0.4375,-0.009765625,0.876953125
1717158260.3277895,-0.439453125,-0.0048828125,0.8857421875
1717158260.3405268,-0.4384765625,-0.0048828125,0.8564453125
1717158260.3532875,-0.4384765625,-0.001953125,0.8798828125
1717158260.366025,-0.439453125,-0.0087890625,0.8759765625
1717158260.378763,-0.4365234375,-0.0048828125,0.888671875
1717158260.3915427,-0.4375,0.00390625,0.8916015625
1717158260.4042795,-0.431640625,-0.00390625,0.892578125
1717158260.4170156,-0.4375,-0.0048828125,0.880859375
1717158260.4297554,-0.4345703125,-0.005859375,0.9326171875
1717158260.4424913,-0.4404296875,-0.0068359375,0.904296875
1717158260.455252,-0.43359375,-0.005859375,0.87109375
1717158260.46799,-0.443359375,-0.005859375,0.884765625
1717158260.4807274,-0.4375,-0.0068359375,0.869140625
1717158260.4934642,-0.4345703125,-0.0068359375,0.8837890625
1717158260.5061996,-0.423828125,-0.013671875,0.9091796875
1717158260.518936,-0.4345703125,-0.0068359375,0.8955078125
1717158260.5316756,-0.4365234375,-0.0048828125,0.8857421875
1717158260.5444121,-0.439453125,-0.0107421875,0.9365234375
1717158260.5571725,-0.4384765625,-0.0048828125,0.8984375
1717158260.569917,-0.439453125,-0.0224609375,0.8896484375
1717158260.5826533,-0.4443359375,-0.005859375,0.8896484375
1717158260.5953846,-0.439453125,-0.005859375,0.90625
1717158260.608118,-0.435546875,-0.0068359375,0.890625
1717158260.6208544,-0.435546875,-0.005859375,0.9140625
1717158260.6335917,-0.4384765625,-0.0029296875,0.8916015625
1717158260.6463277,-0.4404296875,-0.0029296875,0.8935546875
1717158260.659092,-0.4423828125,-0.0048828125,0.8896484375
1717158260.6718278,-0.447265625,-0.0078125,0.888671875
1717158260.6845634,-0.4384765625,0.01171875,0.8603515625
1717158260.6972997,-0.43359375,-0.0029296875,0.8837890625
1717158260.710037,-0.453125,0.001953125,0.923828125
1717158260.722773,-0.439453125,-0.001953125,0.892578125
1717158260.7355103,-0.4375,-0.009765625,0.8779296875
1717158260.7482464,-0.44140625,-0.0048828125,0.8837890625
1717158260.761007,-0.4326171875,-0.0048828125,0.8837890625
1717158260.7737427,-0.4365234375,-0.0068359375,0.880859375
1717158260.786454,-0.4375,-0.001953125,0.8837890625
1717158260.7992291,-0.4375,-0.00390625,0.880859375
1717158260.8119373,-0.4326171875,-0.0048828125,0.8876953125
1717158260.8246756,-0.4521484375,-0.0166015625,0.8759765625
1717158260.8374119,-0.4375,-0.005859375,0.884765625
1717158260.850162,-0.443359375,-0.00390625,0.8759765625
1717158260.8629196,-0.443359375,-0.0048828125,0.8896484375
1717158260.875663,-0.43359375,-0.0048828125,0.8837890625
1717158260.8884027,-0.4326171875,-0.0078125,0.85546875
1717158260.9011407,-0.4375,-0.001953125,0.87890625
1717158260.9138787,-0.4345703125,-0.0068359375,0.8525390625
1717158260.9266143,-0.4365234375,-0.0048828125,0.875
1717158260.939356,-0.4521484375,-0.0068359375,0.896484375
1717158260.952087,-0.4375,-0.0048828125,0.8935546875
1717158260.9648502,-0.4296875,-0.00390625,0.892578125
1717158260.9775872,-0.4365234375,-0.0048828125,0.916015625
1717158260.9903233,-0.431640625,-0.0048828125,0.892578125
1717158261.0030649,-0.43359375,-0.001953125,0.9091796875
1717158261.015803,-0.4384765625,-0.00390625,0.8896484375
1717158261.0285368,-0.4365234375,-0.015625,0.8623046875
1717158261.0412729,-0.443359375,-0.005859375,0.8798828125
1717158261.0540102,-0.4375,-0.005859375,0.8876953125
1717158261.0667725,-0.439453125,-0.0029296875,0.8916015625
1717158261.0795155,-0.44140625,-0.0048828125,0.8837890625
1717158261.0922527,-0.4384765625,-0.0029296875,0.90625
1717158261.104988,-0.435546875,-0.0078125,0.888671875
1717158261.1177237,-0.4384765625,-0.005859375,0.8935546875
1717158261.1304607,-0.4404296875,-0.00390625,0.8935546875
1717158261.1432085,-0.4404296875,-0.0126953125,0.9013671875
1717158261.1559446,-0.43359375,-0.0087890625,0.8916015625
1717158261.1687076,-0.427734375,-0.0048828125,0.876953125
1717158261.1814458,-0.4326171875,-0.005859375,0.8798828125
1717158261.1941803,-0.4345703125,-0.0048828125,0.884765625
1717158261.2069113,-0.435546875,-0.0068359375,0.896484375
1717158261.2196531,-0.43359375,-0.001953125,0.8896484375
1717158261.2323909,-0.4384765625,-0.00390625,0.89453125
1717158261.245127,-0.4404296875,-0.0078125,0.890625
1717158261.2578638,-0.4443359375,-0.00390625,0.8837890625
1717158261.2706249,-0.44140625,-0.005859375,0.888671875
1717158261.28336,-0.4375,-0.0009765625,0.87890625
1717158261.29609,-0.4384765625,-0.0068359375,0.884765625
1717158261.3088303,-0.4365234375,-0.0068359375,0.884765625
1717158261.3215694,-0.4384765625,-0.0048828125,0.9091796875
1717158261.3343058,-0.4365234375,-0.005859375,0.8935546875
1717158261.3470426,-0.4365234375,0.0107421875,0.93359375
1717158261.3597832,-0.4404296875,-0.00390625,0.8994140625
1717158261.3725417,-0.45703125,-0.0068359375,0.8818359375
1717158261.3852766,-0.4443359375,-0.005859375,0.8876953125
1717158261.3980126,-0.435546875,-0.005859375,0.888671875
1717158261.4107509,-0.4404296875,-0.001953125,0.869140625
1717158261.423488,-0.44140625,-0.0087890625,0.8828125
1717158261.4362218,-0.439453125,-0.0029296875,0.8857421875
1717158261.4489572,-0.4404296875,-0.0029296875,0.890625
1717158261.4616876,-0.4365234375,-0.0078125,0.84765625
1717158261.4744556,-0.4384765625,-0.00390625,0.8779296875
1717158261.4871936,-0.451171875,-0.0078125,0.9091796875
1717158261.4999483,-0.439453125,-0.0068359375,0.892578125
1717158261.5126858,-0.4423828125,-0.0048828125,0.89453125
1717158261.525421,-0.44140625,-0.0068359375,0.857421875
1717158261.538155,-0.4384765625,-0.005859375,0.8828125
1717158261.5510006,-0.4365234375,-0.00390625,0.8837890625
1717158261.5637405,-0.427734375,-0.0048828125,0.88671875
1717158261.5765052,-0.4326171875,0.0009765625,0.91015625
1717158261.5892491,-0.439453125,-0.0048828125,0.8916015625
1717158261.6019857,-0.4208984375,-0.009765625,0.884765625
1717158261.6147213,-0.4375,-0.00390625,0.8701171875
1717158261.6274574,-0.4365234375,-0.005859375,0.8779296875
1717158261.6401966,-0.4375,-0.0087890625,0.8779296875
1717158261.652936,-0.4345703125,-0.0078125,0.8857421875
1717158261.665676,-0.439453125,-0.021484375,0.8583984375
1717158261.678438,-0.44140625,-0.0078125,0.8818359375
1717158261.6911771,-0.419921875,-0.013671875,0.90625
1717158261.7039108,-0.4306640625,-0.009765625,0.892578125
